Id,Time,Clipped Edges,HipCenter,Spine,ShoulderCenter,Head,ShoulderLeft,ElbowLeft,WristLeft,HandLeft,ShoulderRight,ElbowRight,WristRight,HandRight,HipLeft,KneeLeft,AnkleLeft,FootLeft,HipRight,KneeRight,AnkleRight,Class
456,0.4983554,-0.227584,-0.2253017,-0.2238435,-0.2549346,-0.3945047,-0.4611886,-0.4580079,-0.4673944,-0.08036749,0.03674568,0.06156072,0.06568485,-0.3006217,-0.38927,-0.5379188,-0.4932318,-0.1657036,-0.07597046,-0.02804343,-0.02984504,2
457,0.5213709,-0.2463512,-0.2426169,-0.2304258,-0.2792617,-0.4020258,-0.463621,-0.4615402,-0.4711272,-0.1142465,0.007237684,0.05468937,0.06346366,-0.3154445,-0.394477,-0.5368583,-0.496029,-0.176636,-0.07735562,-0.02937839,-0.03558518,2
458,0.5603989,-0.2503235,-0.2474329,-0.2376463,-0.2954603,-0.408346,-0.4662732,-0.4665686,-0.4769071,-0.1245477,0.000678471,0.05303216,0.06278875,-0.3161298,-0.4006371,-0.5366942,-0.4980982,-0.1831117,-0.07790236,-0.02992883,-0.04467287,2
459,0.6004295,-0.2590034,-0.2570383,-0.2485852,-0.3241616,-0.4162366,-0.51359,-0.4742532,-0.4823467,-0.135807,-0.003359641,0.04946785,0.06241971,-0.3173824,-0.406536,-0.5387427,-0.499624,-0.1992036,-0.08103275,-0.03105694,-0.03626605,2
460,0.6244466,-0.2633043,-0.2612641,-0.258792,-0.3393802,-0.4248365,-0.5271531,-0.4873392,-0.4901111,-0.1429825,-0.008182404,0.04640457,0.06077443,-0.3220491,-0.4144869,-0.5394772,-0.4965421,-0.214942,-0.0816154,-0.03177946,-0.03478529,2
461,0.6624715,-0.2661376,-0.2642499,-0.3082038,-0.3634717,-0.4660918,-0.5445497,-0.5071492,-0.5064223,-0.1632708,-0.03562654,0.03928233,0.05669559,-0.3220664,-0.4052988,-0.4766635,-0.4874971,-0.2117645,-0.08469074,-0.03147914,-0.03299675,2
462,0.7005007,-0.2882457,-0.2862079,-0.3184588,-0.3764451,-0.4779324,-0.5629017,-0.5173961,-0.5223731,-0.1756552,-0.04150715,0.03525863,0.05243957,-0.344721,-0.4274965,-0.4633459,-0.4810514,-0.2385467,-0.0875105,-0.03136343,-0.03098464,2
463,0.738525,-0.2922184,-0.2911045,-0.324241,-0.394774,-0.4827843,-0.5699164,-0.5309283,-0.5297639,-0.1936328,-0.04565797,0.02811004,0.04151314,-0.3453692,-0.3687036,-0.4656747,-0.472316,-0.2343203,-0.08957677,-0.03130119,-0.03229777,2
464,0.7655499,-0.2937339,-0.2939495,-0.3277468,-0.412659,-0.4853146,-0.5400814,-0.5351509,-0.5335998,-0.2021231,-0.04857221,0.007859167,0.02282453,-0.3429481,-0.4010692,-0.4596623,-0.4651839,-0.2334005,-0.0900729,-0.03061731,-0.03215584,2
465,0.7895627,-0.2939657,-0.2957384,-0.3315241,-0.4236122,-0.4865296,-0.5372713,-0.5414027,-0.5396344,-0.210896,-0.05429649,0.000878167,0.01691087,-0.3397748,-0.4077735,-0.4644466,-0.4687549,-0.2330934,-0.0912063,-0.02095757,-0.02548505,2
466,0.82959,-0.2928369,-0.2966222,-0.3378151,-0.4379142,-0.4872429,-0.5361114,-0.5423865,-0.5438535,-0.2203564,-0.06101169,-0.006449832,0.004814292,-0.3370424,-0.4175608,-0.4632282,-0.4667463,-0.2290431,-0.09364788,-0.01761616,-0.02429452,2
467,0.8586109,-0.2916905,-0.2983691,-0.3757762,-0.4470724,-0.5225135,-0.5651225,-0.547055,-0.5506843,-0.2280315,-0.07782662,-0.01593543,-0.006093677,-0.3351888,-0.4205706,-0.4601105,-0.4643972,-0.222538,-0.1038799,-0.01163737,-4.64E-05,2
468,0.9126494,-0.2971,-0.3066739,-0.3855923,-0.4526688,-0.5325769,-0.5424008,-0.5481176,-0.5533171,-0.2336506,-0.08412378,-0.02946549,-0.0174846,-0.3419612,-0.4206505,-0.4552986,-0.4611809,-0.2223517,-0.1036754,-0.001510299,0.001481752,2
469,0.9416703,-0.2986223,-0.3102371,-0.3908453,-0.4560857,-0.5374892,-0.5384091,-0.5499876,-0.5508075,-0.237918,-0.08783542,-0.04417492,-0.03003847,-0.3426233,-0.3881825,-0.4586831,-0.4674273,-0.2171583,-0.1039734,0.002167973,0.000740271,2
470,0.9706922,-0.2995149,-0.3122231,-0.3694038,-0.458808,-0.5259984,-0.5322253,-0.5546886,-0.5527939,-0.2407972,-0.09142975,-0.05170348,-0.03721659,-0.3432879,-0.4053322,-0.4683759,-0.4806274,-0.2179786,-0.1180501,0.003553547,-0.000382132,2
471,1.0057158,-0.3004139,-0.3135089,-0.3634937,-0.460106,-0.5169201,-0.5410905,-0.5576265,-0.5530896,-0.2433004,-0.09477612,-0.05747641,-0.04822437,-0.3526767,-0.4037021,-0.4587739,-0.4724984,-0.2387116,-0.1036734,0.003010445,-0.006649407,2
472,1.0317337,-0.302472,-0.3153194,-0.3632191,-0.4594866,-0.5274142,-0.536247,-0.5648601,-0.5557993,-0.2441809,-0.09669421,-0.06329537,-0.05567519,-0.3546419,-0.4014437,-0.4598259,-0.4722944,-0.2417356,-0.09890736,-0.000785947,-0.02406779,2
473,1.0647575,-0.3041447,-0.3166032,-0.3633847,-0.4453525,-0.5285912,-0.5376948,-0.5669338,-0.5635769,-0.2421248,-0.09751236,-0.06746913,-0.06342774,-0.3558309,-0.3990467,-0.4601815,-0.4736734,-0.2428357,-0.09730567,-0.007291045,-0.03499658,2
474,1.1027878,-0.304614,-0.3161591,-0.3604075,-0.4346401,-0.5269766,-0.5321153,-0.5678751,-0.568671,-0.2270854,-0.09723012,-0.0696854,-0.06655911,-0.3562075,-0.3958941,-0.458994,-0.473036,-0.2419881,-0.09791312,-0.0251668,-0.05038172,2
475,1.1348073,-0.3041113,-0.3134449,-0.3332727,-0.4047421,-0.5214148,-0.5298517,-0.570385,-0.57294,-0.217698,-0.08008425,-0.06979539,-0.06772286,-0.3564504,-0.3935301,-0.4587155,-0.4737509,-0.2413693,-0.1011227,-0.06236377,-0.07973121,2
476,1.1588238,-0.2983017,-0.3029766,-0.316934,-0.3888187,-0.4939058,-0.5264761,-0.5709494,-0.5748651,-0.2027192,-0.07476897,-0.06679715,-0.06656647,-0.3550758,-0.3912201,-0.4582606,-0.4733897,-0.2376248,-0.1243961,-0.07455218,-0.08950545,2
477,1.2008548,-0.292706,-0.2952036,-0.3006788,-0.364302,-0.4692223,-0.5179827,-0.5675042,-0.5748597,-0.1917301,-0.07014309,-0.05830437,-0.06155637,-0.3500884,-0.4170103,-0.4502156,-0.4784697,-0.2342831,-0.1324342,-0.08025371,-0.09416638,2
478,1.2238714,-0.2839157,-0.2815002,-0.2555566,-0.3267578,-0.4475144,-0.5002894,-0.5433239,-0.5480061,-0.1552048,-0.057965,-0.04187492,-0.05234834,-0.3434797,-0.4224677,-0.4464729,-0.4951221,-0.2290776,-0.1427807,-0.08393669,-0.09733824,2
479,1.2659002,-0.2763419,-0.2717619,-0.2397647,-0.3021836,-0.4250538,-0.4912357,-0.5283558,-0.53703,-0.1362334,-0.03545418,-0.02756464,-0.03480337,-0.3389065,-0.4255629,-0.4498289,-0.5213339,-0.2228916,-0.1466324,-0.0850395,-0.08851689,2
480,1.2939201,-0.2623511,-0.2576939,-0.2272774,-0.2618798,-0.4144338,-0.4803671,-0.5200996,-0.5303733,-0.1136017,-0.01920591,-0.01327179,-0.02003738,-0.321076,-0.4276526,-0.4493908,-0.5051622,-0.214655,-0.1476998,-0.08489118,-0.08592624,2
481,1.3359516,-0.2554488,-0.2501695,-0.2191572,-0.2371164,-0.3990855,-0.4504903,-0.5058878,-0.5116056,-0.09969374,-0.005039991,0.003290122,0.003171884,-0.3156517,-0.4288179,-0.4598242,-0.4962047,-0.2089269,-0.1476379,-0.08413213,-0.08501564,2
482,1.375979,-0.2471004,-0.2414108,-0.2111986,-0.2106828,-0.3601923,-0.4283586,-0.4898355,-0.4953657,-0.0671661,0.01552613,0.0326475,0.02389122,-0.3088611,-0.4260378,-0.4616539,-0.4861953,-0.200502,-0.1436337,-0.08381844,-0.07931919,2
483,1.3979968,-0.2381924,-0.231348,-0.1935258,-0.1670619,-0.3356318,-0.4154759,-0.4695145,-0.488506,-0.05124991,0.03052107,0.0468059,0.04385321,-0.3023044,-0.4223542,-0.4632932,-0.4835356,-0.189579,-0.1396751,-0.08234743,-0.07772118,2
484,1.4240126,-0.2319737,-0.2236527,-0.1732704,-0.1431412,-0.2998871,-0.394912,-0.4595175,-0.4743936,-0.03346441,0.04367869,0.0616093,0.06445522,-0.2952535,-0.4175299,-0.4651942,-0.4822564,-0.1848448,-0.1361546,-0.08005057,-0.07286021,2
485,1.4720489,-0.2237028,-0.2144253,-0.1651086,-0.1172968,-0.285358,-0.3917618,-0.4537975,-0.468376,-0.02347561,0.05797701,0.07214923,0.07430758,-0.285379,-0.3788399,-0.4804154,-0.4942313,-0.1839261,-0.1137203,-0.07657658,-0.07374007,2
486,1.5160792,-0.2079747,-0.2014973,-0.1569627,-0.09815448,-0.2775751,-0.3886018,-0.4431097,-0.4639508,-0.004299967,0.07580717,0.0799563,0.0829459,-0.2576496,-0.3694704,-0.4936656,-0.5021044,-0.164609,-0.1060384,-0.07491324,-0.07232985,2
487,1.5420966,-0.1998445,-0.1939402,-0.1513853,-0.08362155,-0.2709048,-0.3860783,-0.4399529,-0.4588373,0.01113356,0.08192549,0.08618626,0.08876123,-0.2479078,-0.3616364,-0.4995764,-0.5054337,-0.1579312,-0.1020524,-0.07368007,-0.0711868,2
488,1.5761218,-0.19051,-0.1849522,-0.1460046,-0.0738725,-0.2605221,-0.3846668,-0.4386464,-0.4570099,0.02193628,0.08631605,0.09008612,0.09318309,-0.2384082,-0.4208604,-0.5255636,-0.5162228,-0.1520412,-0.09949052,-0.07364763,-0.070152,2
489,1.597136,-0.1850974,-0.1791774,-0.1396292,-0.06527408,-0.2527959,-0.3834066,-0.4396501,-0.4565149,0.02924016,0.08935405,0.09289661,0.09579366,-0.2337525,-0.4454871,-0.5391918,-0.5324298,-0.1476472,-0.09818873,-0.07303055,-0.06885774,2
490,1.6311634,-0.1817273,-0.1754059,-0.1336144,-0.05711078,-0.2474768,-0.384286,-0.4417701,-0.4573756,0.03426778,0.09141712,0.09539218,0.09746324,-0.2311833,-0.4529335,-0.5656523,-0.5493057,-0.1432888,-0.09791373,-0.07444011,-0.06925615,2
491,1.6681862,-0.1790675,-0.1722981,-0.1289797,-0.05088294,-0.2437952,-0.380705,-0.442396,-0.4576294,0.03774552,0.09300288,0.09706648,0.09838539,-0.2296457,-0.4562729,-0.5765624,-0.5480638,-0.1379316,-0.09953815,-0.07488384,-0.06939014,2
492,1.6982076,-0.1768747,-0.1697072,-0.1258742,-0.04608824,-0.241555,-0.3837115,-0.4495963,-0.4646736,0.04018056,0.1073641,0.09812443,0.09880798,-0.2287688,-0.4582845,-0.5823945,-0.5585907,-0.1346062,-0.1006405,-0.0756548,-0.06988138,2
493,1.7332322,-0.175518,-0.167987,-0.1235801,-0.04184048,-0.2399541,-0.384628,-0.4504015,-0.4655988,0.04215768,0.1076329,0.09871206,0.09893894,-0.2286868,-0.4768116,-0.5893352,-0.5640658,-0.1330338,-0.1014553,-0.07622831,-0.07029185,2
494,1.7622558,-0.1749726,-0.1669875,-0.1219845,-0.03804453,-0.2388086,-0.3848794,-0.4524694,-0.4669801,0.04357655,0.106166,0.09898787,0.09885043,-0.2297203,-0.4793404,-0.5879996,-0.5660874,-0.132584,-0.1019137,-0.0758513,-0.06965639,2
495,1.8112882,-0.175991,-0.1673029,-0.1209687,-0.03586273,-0.238281,-0.3850117,-0.454232,-0.4682912,0.04411745,0.1033356,0.0989773,0.09815965,-0.2323015,-0.4809714,-0.5871508,-0.5664935,-0.1346487,-0.1026363,-0.07349354,-0.07556681,2
496,1.8383072,-0.177247,-0.1680768,-0.1207321,-0.03459917,-0.2397843,-0.3852257,-0.4548798,-0.469166,0.04424731,0.1019621,0.098768,0.097205,-0.2350821,-0.4795973,-0.5703086,-0.5496752,-0.1363068,-0.1032131,-0.07163456,-0.07312968,2
497,1.8733323,-0.1806675,-0.171098,-0.1227369,-0.03568061,-0.242492,-0.3854424,-0.460972,-0.4733006,0.04235858,0.1006721,0.09772693,0.09579713,-0.2415598,-0.4750298,-0.5640535,-0.5426696,-0.1393893,-0.1038826,-0.06864022,-0.07483628,2
498,1.8993508,-0.1843395,-0.1748766,-0.1279725,-0.03953768,-0.2462288,-0.3870853,-0.4620644,-0.4743872,0.04053565,0.09654649,0.09432146,0.09301513,-0.2487105,-0.4670691,-0.5568355,-0.5270535,-0.1417667,-0.1059633,-0.06700051,-0.07715469,2
499,1.9373779,-0.2005695,-0.1887973,-0.1351198,-0.04930035,-0.2539812,-0.3916753,-0.4627392,-0.4751025,0.03714987,0.09156854,0.08826159,0.08703212,-0.2755884,-0.464195,-0.5444711,-0.5085549,-0.1532731,-0.1476973,-0.06942792,-0.07015506,2
500,1.9653989,-0.216303,-0.2051488,-0.1506606,-0.05796256,-0.2653534,-0.4065506,-0.4637057,-0.4759352,0.0220443,0.08974982,0.08218831,0.08119994,-0.287695,-0.4585457,-0.5181842,-0.4720649,-0.1770032,-0.1687995,-0.07304402,-0.07263227,2
501,2.0064278,-0.2250551,-0.2146015,-0.1649316,-0.06901762,-0.2727911,-0.4241962,-0.4656938,-0.4786267,0.01333433,0.0760984,0.07587165,0.07581691,-0.2940375,-0.4221291,-0.4920285,-0.4663361,-0.1873161,-0.1766192,-0.07649362,-0.07282766,2
502,2.0304465,-0.2310299,-0.2213495,-0.176246,-0.07513125,-0.2924009,-0.4477189,-0.4692882,-0.4836544,0.001427887,0.0477161,0.06217143,0.06844481,-0.2982469,-0.4099465,-0.4890678,-0.4546871,-0.1932031,-0.1809961,-0.07803503,-0.06897328,2
503,2.0904864,-0.2388117,-0.2303421,-0.1915786,-0.09466378,-0.3108486,-0.4866672,-0.4677654,-0.4844023,-0.0178855,0.01741334,0.05544802,0.06274197,-0.3055774,-0.4048203,-0.4848014,-0.4509647,-0.1984778,-0.1903836,-0.07915901,-0.07318497,2
504,2.1145035,-0.2517548,-0.2445341,-0.2100794,-0.1063707,-0.3191532,-0.4968955,-0.488515,-0.4997028,-0.02636084,0.008783714,0.05111035,0.05432975,-0.3161257,-0.409483,-0.4817256,-0.472993,-0.2087358,-0.1958129,-0.07926524,-0.07648928,2
505,2.141523,-0.2586706,-0.2525249,-0.2253234,-0.1306779,-0.338445,-0.5018841,-0.5088325,-0.5189344,-0.03532995,0.002964422,0.04638228,0.04488654,-0.324508,-0.4141103,-0.4823894,-0.4742436,-0.2172201,-0.2010467,-0.07922287,-0.07718728,2
506,2.1915618,-0.2697337,-0.2643428,-0.2378261,-0.1473817,-0.3484246,-0.5035596,-0.5154865,-0.5260746,-0.04643099,-0.005412833,0.02974131,0.03937808,-0.3422529,-0.4203852,-0.4826136,-0.4767026,-0.2202687,-0.2366318,-0.08987283,-0.08860892,2
507,2.2205795,-0.2751215,-0.270298,-0.2488766,-0.1688326,-0.358193,-0.5088562,-0.5195215,-0.529349,-0.06128856,-0.01237403,0.02070856,0.03000181,-0.3508403,-0.4230928,-0.4836023,-0.4766425,-0.2232674,-0.2417999,-0.08918904,-0.08822921,2
508,2.2445955,-0.2932945,-0.2893566,-0.273596,-0.1866049,-0.3707674,-0.5174594,-0.5259356,-0.5309287,-0.08631213,-0.02626756,0.008227076,0.01831909,-0.3736434,-0.4242202,-0.4800211,-0.4721893,-0.255838,-0.242729,-0.08785187,-0.08767478,2
509,2.2966335,-0.3019423,-0.2987897,-0.2868311,-0.2629703,-0.4073516,-0.5697446,-0.5493992,-0.5410026,-0.1083866,-0.04324394,-0.02464605,-0.01147039,-0.3758874,-0.4112205,-0.4785997,-0.4680676,-0.2596573,-0.1460214,-0.04726584,-0.1007345,2
510,2.3256539,-0.3028184,-0.299848,-0.2897258,-0.2875033,-0.4320118,-0.5772833,-0.5605985,-0.5541314,-0.115079,-0.04846723,-0.03246838,-0.02444962,-0.3728738,-0.4166277,-0.4959241,-0.4613221,-0.2326303,-0.1362121,-0.04687581,-0.1036379,2
511,2.3917025,-0.3014995,-0.3011497,-0.3097231,-0.3456631,-0.4732162,-0.5724654,-0.5774305,-0.5823964,-0.2013509,-0.08013538,-0.04406469,-0.03461822,-0.3668513,-0.4201984,-0.4995777,-0.47807,-0.2490186,-0.1348098,-0.07525064,-0.09393825,2
512,2.4747591,-0.311062,-0.3161098,-0.3513508,-0.3962286,-0.519158,-0.5771155,-0.5929153,-0.6006806,-0.2255807,-0.08336398,-0.04298225,-0.03518219,-0.3733101,-0.4241816,-0.5009115,-0.4680545,-0.257078,-0.1370916,-0.07895017,-0.07564718,2
513,2.5047842,-0.3479577,-0.3519685,-0.3609962,-0.4193818,-0.5270706,-0.5802189,-0.610822,-0.6118479,-0.2375572,-0.09089564,-0.04090933,-0.03161205,-0.3980667,-0.4268566,-0.49588,-0.4761623,-0.290067,-0.1256119,-0.06726977,-0.08555423,2
514,2.5307995,-0.364281,-0.3661963,-0.3696557,-0.4317457,-0.5339307,-0.5832345,-0.6176779,-0.6201625,-0.244871,-0.09306812,-0.03964569,-0.0286104,-0.409844,-0.4288248,-0.4948283,-0.4828197,-0.299078,-0.1218493,-0.04122303,-0.0856335,2
515,2.5638243,-0.3685945,-0.3712972,-0.3770505,-0.4406534,-0.5419798,-0.591183,-0.6269742,-0.6331239,-0.250374,-0.09428547,-0.03746107,-0.02165009,-0.411293,-0.4303081,-0.4943831,-0.4877097,-0.2954229,-0.1196794,-0.03630026,-0.0672431,2
516,2.5908432,-0.3697588,-0.3739148,-0.3846335,-0.4498017,-0.5483475,-0.5955806,-0.632471,-0.6382139,-0.2569165,-0.09474539,-0.03644007,-0.0189401,-0.4109162,-0.4333983,-0.4931879,-0.4921047,-0.2958058,-0.1120002,-0.02168278,-0.06497808,2
517,2.6238681,-0.3697701,-0.3748459,-0.3892813,-0.4563464,-0.5527502,-0.6001377,-0.6356547,-0.641279,-0.2636765,-0.09446907,-0.03573027,-0.01788098,-0.4109586,-0.4350878,-0.4933056,-0.4968159,-0.2977701,-0.1120917,-0.00649924,-0.06131576,2
518,2.665898,-0.3705823,-0.3758746,-0.3932118,-0.4620715,-0.5568148,-0.6023153,-0.6377676,-0.642948,-0.2679154,-0.09319276,-0.03543666,-0.01765856,-0.4119552,-0.4363418,-0.4934798,-0.499334,-0.3006027,-0.1234212,-0.01399629,-0.04992966,2
519,2.6939157,-0.368188,-0.3746938,-0.3961809,-0.4677327,-0.5598841,-0.6038331,-0.638981,-0.6436087,-0.2702725,-0.09199683,-0.03552059,-0.0183812,-0.4064679,-0.4372495,-0.4936811,-0.5010043,-0.2906218,-0.1250321,-0.007763512,-0.0438849,2
520,2.7269389,-0.3560022,-0.3657951,-0.3981495,-0.4717003,-0.5618368,-0.6048243,-0.6374062,-0.6426088,-0.2707782,-0.09161696,-0.03600534,-0.01926824,-0.3962179,-0.4382645,-0.4941952,-0.4931068,-0.2815011,-0.1256779,-0.01228624,-0.04562332,2
521,2.7609631,-0.3492436,-0.359626,-0.3993757,-0.4735166,-0.5637701,-0.6049472,-0.6349645,-0.6378019,-0.2710507,-0.09231864,-0.03679419,-0.02049948,-0.3906304,-0.4393561,-0.4946599,-0.4996852,-0.2777451,-0.1273662,-0.0280592,-0.06477527,2
522,2.7979908,-0.3404551,-0.3515637,-0.3982159,-0.4731445,-0.5654424,-0.6044499,-0.6280974,-0.6270401,-0.2693598,-0.09262071,-0.0375836,-0.02187821,-0.3854706,-0.4414105,-0.4958123,-0.4917543,-0.2607985,-0.1288332,-0.04360887,-0.07981674,2
523,2.8270122,-0.3346888,-0.3457082,-0.3950574,-0.4644231,-0.5669484,-0.6011226,-0.6208075,-0.6215413,-0.2671665,-0.09357193,-0.03840788,-0.02385419,-0.3789723,-0.4424939,-0.4965918,-0.4880576,-0.25669,-0.1374642,-0.08232948,-0.1100527,2
524,2.8670412,-0.3255876,-0.3368259,-0.3887331,-0.4611217,-0.5534446,-0.5913427,-0.6125203,-0.6146132,-0.2597674,-0.09049065,-0.03826508,-0.02593837,-0.3665312,-0.4423948,-0.5001817,-0.4817731,-0.2512371,-0.1520166,-0.09801066,-0.1247145,2
525,2.8990651,-0.322117,-0.3320887,-0.3742528,-0.4473292,-0.5501453,-0.5832679,-0.6060134,-0.6075299,-0.2489541,-0.08535798,-0.03752366,-0.02779794,-0.3711253,-0.440021,-0.5021591,-0.4783465,-0.2463073,-0.1594795,-0.1229564,-0.1341889,2
526,2.9240788,-0.3159176,-0.3243575,-0.3654702,-0.4409772,-0.5454938,-0.5746248,-0.5983411,-0.6010936,-0.2379803,-0.08181604,-0.03651504,-0.02837846,-0.3699292,-0.4357498,-0.5066768,-0.4721482,-0.2408355,-0.170212,-0.1306366,-0.1349602,2
527,2.9581035,-0.3127652,-0.3201335,-0.3544067,-0.4295171,-0.5387676,-0.5625004,-0.5888714,-0.594323,-0.2290777,-0.0704314,-0.03246142,-0.02524392,-0.368946,-0.4303163,-0.5088793,-0.4711926,-0.237725,-0.1742109,-0.1338589,-0.135494,2
528,2.9921283,-0.309852,-0.3156591,-0.3355168,-0.4101127,-0.5143325,-0.5408756,-0.5711399,-0.5840178,-0.2077088,-0.06372799,-0.02437074,-0.01866401,-0.3682932,-0.4253164,-0.510716,-0.4703109,-0.2348212,-0.1758562,-0.1320976,-0.1326055,2
529,3.0321567,-0.3061987,-0.3097934,-0.3123475,-0.3991981,-0.5079548,-0.530076,-0.5566034,-0.5761154,-0.1987901,-0.05821832,-0.008178948,-0.005718797,-0.3675681,-0.4212087,-0.5123773,-0.4698405,-0.2312831,-0.176289,-0.1307304,-0.1373522,2
530,3.0561743,-0.3028882,-0.3029592,-0.2687924,-0.3654341,-0.4928763,-0.5056127,-0.5369524,-0.5545638,-0.1628246,-0.04369282,-0.0022646,-0.00077219,-0.3673749,-0.4181717,-0.5135266,-0.4704872,-0.2289508,-0.1762754,-0.1295147,-0.1435066,2
531,3.1162159,-0.2977982,-0.2948477,-0.2556924,-0.3540389,-0.4637192,-0.4876252,-0.5255812,-0.541945,-0.1437722,-0.02864309,0.001653459,0.002346857,-0.3677509,-0.4151892,-0.515296,-0.4707687,-0.2275341,-0.1753809,-0.1279352,-0.1525307,2
532,3.1472377,-0.2586603,-0.251927,-0.2122418,-0.3203119,-0.4504807,-0.479961,-0.5171878,-0.532824,-0.1145536,-0.0198222,0.004357257,0.00557764,-0.3382453,-0.4131359,-0.5156152,-0.47302,-0.1936554,-0.1742895,-0.1267779,-0.1539755,2
533,3.1772591,-0.2480426,-0.2397184,-0.1721654,-0.2894973,-0.4106534,-0.4616603,-0.5052307,-0.5200173,-0.07460733,-0.008018042,0.007164976,0.009294584,-0.3283661,-0.4120734,-0.5156301,-0.4732847,-0.1827686,-0.156712,-0.1254529,-0.1522712,2
534,3.2282956,-0.2424344,-0.2331066,-0.1539846,-0.2690614,-0.3959936,-0.4550466,-0.4993308,-0.5137413,-0.05849598,0.0160186,0.01252299,0.02143161,-0.3238322,-0.4114385,-0.5151436,-0.4732198,-0.1785052,-0.1527334,-0.124018,-0.1005706,2
535,3.2713259,-0.2371286,-0.2268612,-0.1937243,-0.1827517,-0.3619872,-0.4574322,-0.4998308,-0.5076643,-0.04285941,0.03495746,0.03225379,0.03680496,-0.3159738,-0.409774,-0.5115548,-0.4726507,-0.1769508,-0.1488467,-0.1153847,-0.1412456,2
536,3.3033487,-0.2443466,-0.239322,-0.2228226,-0.1600577,-0.3416364,-0.448166,-0.5035955,-0.5173921,-0.0430624,0.03567853,0.03964475,0.0438723,-0.303575,-0.4095936,-0.5007814,-0.4798219,-0.1970378,-0.147954,-0.1146931,-0.1473105,2
537,3.3283695,-0.245848,-0.2419786,-0.2299085,-0.1197085,-0.3304134,-0.4435713,-0.5055851,-0.5225378,-0.04033572,0.04099745,0.04700836,0.05034635,-0.2995721,-0.3827718,-0.4931648,-0.4856898,-0.2012131,-0.1516909,-0.1138944,-0.152377,2
538,3.3703966,-0.2494648,-0.2439389,-0.229732,-0.1075777,-0.3118652,-0.441977,-0.5062646,-0.5280823,-0.03782255,0.04574225,0.06399889,0.05701594,-0.3006524,-0.3727702,-0.496248,-0.4923633,-0.2171922,-0.1534475,-0.113675,-0.1547506,2
539,3.3954158,-0.249519,-0.2429683,-0.1951326,-0.07880218,-0.302379,-0.4420113,-0.5130728,-0.536323,-0.0310721,0.05020633,0.07012104,0.06076465,-0.3076539,-0.4394196,-0.5169213,-0.4924307,-0.2205743,-0.1543446,-0.114227,-0.1241733,2
540,3.4424484,-0.2259704,-0.22353,-0.1859613,-0.07081408,-0.2938217,-0.4442862,-0.5155574,-0.5369119,-0.02639564,0.05352869,0.07344846,0.06311979,-0.2771079,-0.4659262,-0.5284413,-0.5132427,-0.1919763,-0.1559207,-0.1146726,-0.11495,2
541,3.468468,-0.2178627,-0.2149289,-0.176069,-0.06559108,-0.2875968,-0.4437253,-0.5095924,-0.5287291,-0.01871849,0.05622871,0.07545108,0.06462855,-0.270814,-0.4709697,-0.54614,-0.5230868,-0.183735,-0.1569141,-0.1150106,-0.126953,2
542,3.5285091,-0.214878,-0.2113278,-0.1691358,-0.0623697,-0.2822487,-0.4403936,-0.5059329,-0.5247498,-0.01437018,0.05815395,0.07668731,0.06566232,-0.2806629,-0.4742955,-0.5588896,-0.5456305,-0.1853575,-0.1576211,-0.1152949,-0.1291379,2
543,3.5555274,-0.2063328,-0.2029636,-0.163288,-0.06015776,-0.2777571,-0.4383091,-0.5016088,-0.5222645,-0.01108804,0.05958036,0.07740299,0.0663618,-0.2635553,-0.4711658,-0.5721613,-0.5570185,-0.1668849,-0.1589498,-0.1155481,-0.1308138,2
544,3.5805471,-0.203255,-0.1991471,-0.1594032,-0.05865948,-0.2745909,-0.4368212,-0.497692,-0.5153569,-0.008526264,0.06055301,0.07642378,0.06633699,-0.2650732,-0.4703984,-0.5887771,-0.5606284,-0.1637724,-0.1584756,-0.1158397,-0.1157515,2
545,3.606564,-0.205237,-0.1981287,-0.1569735,-0.0577378,-0.2725812,-0.4354941,-0.4944025,-0.510641,-0.00668216,0.06118545,0.07508158,0.06618848,-0.2890465,-0.4675422,-0.5861736,-0.5600867,-0.162708,-0.1582391,-0.1160533,-0.132796,2
546,3.6435906,-0.206685,-0.1978917,-0.1556366,-0.05731221,-0.271434,-0.4337308,-0.4803282,-0.500131,-0.005395076,0.0615002,0.0729937,0.06586973,-0.2931637,-0.4703434,-0.5771382,-0.5512558,-0.1621757,-0.1579538,-0.116235,-0.1368689,2
547,3.6746129,-0.2078048,-0.198076,-0.1548726,-0.05755988,-0.2707674,-0.4315662,-0.4736571,-0.4876994,-0.004424948,0.06167058,0.07000005,0.06423695,-0.2952065,-0.4669567,-0.5590873,-0.5336855,-0.1622571,-0.1475461,-0.1163627,-0.1292398,2
548,3.7166428,-0.211784,-0.2014124,-0.155188,-0.0591746,-0.2709919,-0.4253563,-0.4541693,-0.4728132,-0.003426587,0.06155422,0.06676536,0.06186415,-0.2972115,-0.4495806,-0.5436553,-0.5153534,-0.1630239,-0.1461139,-0.1163845,-0.1326626,2
549,3.749666,-0.2166627,-0.206778,-0.15841,-0.06492127,-0.2744719,-0.4247344,-0.4486016,-0.4548603,-0.002686024,0.05997238,0.06383115,0.05907593,-0.3013984,-0.4407654,-0.5192858,-0.5024088,-0.1642526,-0.1483121,-0.1164012,-0.1382915,2
