Id,Time,Clipped Edges,HipCenter,Spine,ShoulderCenter,Head,ShoulderLeft,ElbowLeft,WristLeft,HandLeft,ShoulderRight,ElbowRight,WristRight,HandRight,HipLeft,KneeLeft,AnkleLeft,FootLeft,HipRight,KneeRight,AnkleRight,Class
210,7.2371451,-0.2854936,-0.2879852,-0.2995129,-0.2830009,-0.4423404,-0.488979,-0.4632615,-0.4480263,-0.1512865,-0.1016643,-0.06775858,-0.05673132,-0.3500767,-0.3957925,-0.3508363,-0.3292827,-0.2169147,-0.1790597,-0.1455088,-0.1393323,1
211,7.276172,-0.2863419,-0.2892598,-0.3022667,-0.2844983,-0.4427814,-0.4867241,-0.458159,-0.4435428,-0.1531189,-0.1042816,-0.07329233,-0.06062078,-0.3504831,-0.3974373,-0.3518287,-0.3278044,-0.2172528,-0.1791915,-0.1467576,-0.1392347,1
212,7.3111977,-0.286495,-0.2899086,-0.304286,-0.2859401,-0.4430513,-0.4846665,-0.4536768,-0.437639,-0.154121,-0.1055836,-0.07624396,-0.06235994,-0.3503104,-0.3991114,-0.35311,-0.3268102,-0.2166697,-0.180399,-0.1505269,-0.1248826,1
213,7.3602323,-0.2860199,-0.289803,-0.3055292,-0.2871075,-0.4432329,-0.4817476,-0.4491116,-0.4315943,-0.154673,-0.10602,-0.07844719,-0.06709814,-0.349523,-0.4003363,-0.3542796,-0.3261506,-0.215875,-0.1820243,-0.1529547,-0.1209454,1
214,7.4072671,-0.2841601,-0.2882925,-0.3054937,-0.2859741,-0.4418055,-0.4759837,-0.4388449,-0.4177098,-0.1538751,-0.105,-0.07996264,-0.07141121,-0.3470807,-0.402199,-0.35619,-0.3253843,-0.2139818,-0.1878721,-0.1592912,-0.1218513,1
215,7.4332835,-0.2821777,-0.2861599,-0.3023295,-0.2837484,-0.4378613,-0.4720703,-0.4329909,-0.4108345,-0.1504597,-0.1039217,-0.08015511,-0.07074212,-0.3452138,-0.4026298,-0.3567492,-0.3251705,-0.2121336,-0.1926928,-0.1621065,-0.1245288,1
216,7.4643063,-0.2790684,-0.2825949,-0.2961597,-0.2802016,-0.4321857,-0.4650438,-0.4273453,-0.4045916,-0.1471614,-0.1018734,-0.08023147,-0.06723113,-0.3426553,-0.4026171,-0.3571506,-0.325027,-0.2092843,-0.1947135,-0.1647204,-0.1276753,1
217,7.5083371,-0.275974,-0.2791783,-0.2912661,-0.2754357,-0.4260954,-0.4588649,-0.4201859,-0.3977063,-0.1403276,-0.09701127,-0.08009753,-0.06639345,-0.3400249,-0.4022591,-0.3574955,-0.324957,-0.2064401,-0.1954513,-0.1686527,-0.1328195,1
218,7.5333551,-0.2713221,-0.2742478,-0.2849995,-0.269066,-0.4199652,-0.452127,-0.4110737,-0.3905104,-0.1330541,-0.09127086,-0.07861041,-0.06560391,-0.3356653,-0.4015092,-0.3577665,-0.3249011,-0.2021873,-0.1958228,-0.1816814,-0.1464706,1
219,7.5663816,-0.2670558,-0.2697384,-0.2786667,-0.2617077,-0.4133693,-0.4432186,-0.4040631,-0.3824973,-0.1267284,-0.08670571,-0.07658343,-0.06488375,-0.3316736,-0.4003951,-0.3579509,-0.324803,-0.1983069,-0.1925182,-0.1851866,-0.1501541,1
220,7.6014051,-0.2619146,-0.2645685,-0.2726131,-0.2526371,-0.4076557,-0.4310054,-0.3956218,-0.3754254,-0.1177728,-0.08147708,-0.07194114,-0.06352341,-0.3271983,-0.3992605,-0.3581065,-0.3246953,-0.1929654,-0.1909754,-0.187092,-0.1521169,1
221,7.6354293,-0.2543144,-0.2569577,-0.2639734,-0.2456332,-0.4013456,-0.4244641,-0.3886967,-0.3669779,-0.1130979,-0.07586546,-0.06765437,-0.05962117,-0.3202015,-0.3969039,-0.3581866,-0.3246286,-0.1851438,-0.1894274,-0.1881759,-0.1533024,1
222,7.6604458,-0.2466461,-0.2496856,-0.2573448,-0.2377276,-0.3950114,-0.4192274,-0.3815505,-0.3616215,-0.1045225,-0.06939353,-0.06101644,-0.05006571,-0.3121982,-0.3898892,-0.3578459,-0.3240554,-0.1774685,-0.1876934,-0.1886391,-0.1538526,1
223,7.7164856,-0.241732,-0.244796,-0.251359,-0.2316353,-0.387976,-0.4153814,-0.3766491,-0.3576354,-0.09935911,-0.06381805,-0.04779877,-0.04231552,-0.3075947,-0.3857087,-0.357448,-0.3236516,-0.1724902,-0.1838628,-0.1885273,-0.1539324,1
224,7.7435045,-0.2307485,-0.2346437,-0.2432233,-0.2247309,-0.3813629,-0.4101646,-0.3721285,-0.3546431,-0.0860047,-0.05462078,-0.04108953,-0.03701672,-0.2968684,-0.3776865,-0.3571991,-0.3229094,-0.1606326,-0.1767589,-0.1864772,-0.1515294,1
225,7.7635188,-0.2246719,-0.2288059,-0.2370839,-0.2184139,-0.3749075,-0.4050813,-0.3700694,-0.3501934,-0.07809167,-0.04405424,-0.03429457,-0.02887695,-0.291038,-0.3716497,-0.3571373,-0.3225611,-0.1543142,-0.1697985,-0.1818302,-0.1468637,1
226,7.8115529,-0.2196828,-0.224265,-0.233325,-0.2120416,-0.3703575,-0.3997194,-0.3680816,-0.3492088,-0.0708382,-0.03431391,-0.02725716,-0.02018907,-0.2861446,-0.3643504,-0.3569999,-0.3222961,-0.1487236,-0.1636892,-0.1795565,-0.1446329,1
227,7.8645909,-0.2110312,-0.2147851,-0.2184024,-0.2048573,-0.3598685,-0.3907434,-0.3681668,-0.3506522,-0.06418863,-0.02371718,-0.01574258,-0.006149741,-0.2778612,-0.3561929,-0.3569041,-0.3230752,-0.1412333,-0.1545714,-0.1777083,-0.1439599,1
228,7.9056252,-0.2059189,-0.2096169,-0.2117827,-0.1975209,-0.3549458,-0.3867173,-0.3693623,-0.3530984,-0.05854028,-0.01580221,-0.004876699,0.003618756,-0.2732444,-0.3523519,-0.3564874,-0.3237645,-0.1363286,-0.1452965,-0.1764738,-0.1436499,1
229,7.9306378,-0.2023568,-0.2060259,-0.2072697,-0.1934924,-0.3510576,-0.3855891,-0.3712731,-0.3596944,-0.05290043,-0.009163751,0.001987028,0.01056592,-0.2702184,-0.3488822,-0.3557652,-0.3244522,-0.1327282,-0.1376685,-0.1757891,-0.1435211,1
230,7.9676666,-0.1991516,-0.2026781,-0.2028189,-0.1894371,-0.3476287,-0.385038,-0.372548,-0.3622349,-0.04786012,-0.002796649,0.0120128,0.01950157,-0.2678944,-0.3464426,-0.353494,-0.3249332,-0.1292963,-0.1325206,-0.1752945,-0.1437554,1
231,7.9956844,-0.196193,-0.1996278,-0.1992351,-0.1864275,-0.3450166,-0.3844622,-0.3753035,-0.366828,-0.04224638,0.003073976,0.02194948,0.02734112,-0.2659629,-0.3440328,-0.3522063,-0.3255548,-0.1258397,-0.127129,-0.1749375,-0.144404,1
232,8.0257057,-0.193188,-0.1964246,-0.1952315,-0.1835012,-0.3427315,-0.3844207,-0.3779713,-0.3717071,-0.03770212,0.008548383,0.03423464,0.03575706,-0.2639828,-0.3416056,-0.3514285,-0.3265343,-0.1223369,-0.1235125,-0.1746159,-0.14529,1
233,8.0677377,-0.1902973,-0.1933515,-0.1917946,-0.1780388,-0.3408315,-0.385768,-0.3845078,-0.3826777,-0.03354966,0.01303917,0.04302255,0.04451365,-0.2621115,-0.3397504,-0.3506519,-0.3291315,-0.1186966,-0.1206941,-0.1743254,-0.1464695,1
234,8.0937535,-0.188189,-0.1910312,-0.1890964,-0.1749758,-0.3394649,-0.3875661,-0.3891542,-0.3908255,-0.02987276,0.01633817,0.04975955,0.0524974,-0.2607812,-0.3378139,-0.3496385,-0.3315069,-0.1161014,-0.1184802,-0.1740715,-0.1477884,1
235,8.1377854,-0.1867363,-0.1891248,-0.1847108,-0.1726087,-0.3382495,-0.3894318,-0.3961103,-0.3966696,-0.02687074,0.01904689,0.05541658,0.05671778,-0.2600289,-0.3362585,-0.3501012,-0.3342878,-0.114522,-0.1170677,-0.1736949,-0.1489782,1
236,8.1678073,-0.1858904,-0.1878372,-0.1817091,-0.1710364,-0.3371477,-0.3909998,-0.402528,-0.4071058,-0.02406021,0.02130439,0.05971749,0.05949861,-0.2598317,-0.3350958,-0.345058,-0.3307463,-0.1136115,-0.1161185,-0.1734548,-0.1502239,1
237,8.2058365,-0.1854979,-0.1869791,-0.1787766,-0.1700492,-0.3364443,-0.3924604,-0.4081358,-0.4154962,-0.02176682,0.02306133,0.06192195,0.06109486,-0.2599963,-0.3346455,-0.3485468,-0.3812461,-0.1132613,-0.1155231,-0.1732277,-0.1513495,1
238,8.2328527,-0.1856703,-0.1867803,-0.1764447,-0.1694295,-0.3357753,-0.394801,-0.4130794,-0.4206108,-0.02026789,0.02435862,0.06324193,0.06098313,-0.2606246,-0.3354301,-0.3509916,-0.3591245,-0.1134847,-0.1153328,-0.1729138,-0.1526834,1
239,8.276884,-0.1865099,-0.1872069,-0.174903,-0.1690762,-0.3358206,-0.3966799,-0.4252733,-0.4301373,-0.01910605,0.02533827,0.06364338,0.05983331,-0.2621132,-0.3382824,-0.3533092,-0.3807709,-0.1144228,-0.1155215,-0.1726065,-0.1539568,1
240,8.2989013,-0.1877586,-0.1879995,-0.1740303,-0.1694166,-0.3367082,-0.398708,-0.4288111,-0.4326572,-0.01814405,0.02604895,0.06075589,0.05731171,-0.2641013,-0.341109,-0.3537182,-0.3899761,-0.1157911,-0.1160248,-0.1720992,-0.1552309,1
241,8.3269196,-0.1893112,-0.1892581,-0.1740296,-0.1697509,-0.3378274,-0.4019477,-0.4311233,-0.4350998,-0.01754011,0.02652808,0.05693455,0.05085311,-0.2660209,-0.3436363,-0.3550558,-0.3624968,-0.1174865,-0.1168873,-0.1710988,-0.1561781,1
242,8.3769562,-0.1912965,-0.1911435,-0.174996,-0.1708705,-0.3390195,-0.4061711,-0.4333934,-0.4363911,-0.01759642,0.02667378,0.05177806,0.04419216,-0.2680576,-0.3457817,-0.3560767,-0.3483867,-0.1197589,-0.1180537,-0.170373,-0.1567486,1
243,8.4009744,-0.1936436,-0.1933969,-0.176454,-0.1724138,-0.3420673,-0.412151,-0.4343065,-0.43872,-0.01887887,0.02607934,0.0429209,0.03641428,-0.2704905,-0.3467734,-0.3546579,-0.3682575,-0.1222704,-0.1192619,-0.1697878,-0.1571346,1
244,8.422989,-0.1960419,-0.195779,-0.1786119,-0.1753131,-0.3462657,-0.4159409,-0.4410118,-0.4501082,-0.02103531,0.02458495,0.03624916,0.03010707,-0.272943,-0.3464653,-0.353948,-0.3510739,-0.1247045,-0.1201347,-0.1693327,-0.1574432,1
245,8.4570121,-0.1989167,-0.1988641,-0.182413,-0.1798619,-0.3511439,-0.4202872,-0.4432906,-0.4526263,-0.02538643,0.02199514,0.02855996,0.0235084,-0.2752078,-0.3455687,-0.3531255,-0.3642173,-0.1281827,-0.1209154,-0.1684988,-0.1574655,1
246,8.5020449,-0.2014455,-0.2018607,-0.1884646,-0.1854254,-0.3562256,-0.425193,-0.4448444,-0.4537162,-0.0302785,0.01809677,0.0212422,0.01613853,-0.2769764,-0.3426179,-0.3525314,-0.3495264,-0.131019,-0.1217903,-0.1679091,-0.1575248,1
247,8.5470756,-0.2047078,-0.2058051,-0.1946264,-0.1925806,-0.3606489,-0.4294737,-0.4452599,-0.4535741,-0.03544291,0.01185921,0.01569889,0.01136161,-0.279264,-0.3401938,-0.3507555,-0.3566039,-0.1344422,-0.1233045,-0.1682656,-0.1584993,1
248,8.5690923,-0.2099314,-0.2118012,-0.2031627,-0.1993875,-0.3704226,-0.4355823,-0.4461924,-0.4526023,-0.04520266,0.001293139,0.01001051,0.005553009,-0.2836196,-0.3379045,-0.3491624,-0.3580798,-0.1392009,-0.1246957,-0.168196,-0.1587522,1
249,8.6031159,-0.2155309,-0.2179464,-0.2107255,-0.2086971,-0.3768559,-0.4428546,-0.4501983,-0.4553003,-0.05374249,-0.008407533,0.0052245,-0.0023514,-0.2882404,-0.3346215,-0.3481966,-0.3586602,-0.1450202,-0.1269911,-0.168168,-0.1589227,1
250,8.6261336,-0.2217904,-0.2247239,-0.2195813,-0.2167158,-0.3841407,-0.4481059,-0.4525912,-0.4574608,-0.0637149,-0.01608968,-0.000930049,-0.00959221,-0.2938824,-0.3332483,-0.3477475,-0.3589842,-0.150959,-0.1307616,-0.1681468,-0.1590485,1
251,8.6581575,-0.2289371,-0.2319382,-0.2266529,-0.2272402,-0.3899348,-0.4533619,-0.4545546,-0.4592376,-0.07231423,-0.02409025,-0.00898366,-0.0173456,-0.300494,-0.3323168,-0.3468122,-0.3426296,-0.1586669,-0.137136,-0.1681765,-0.1591905,1
252,8.6941815,-0.2367192,-0.2398631,-0.2353824,-0.2331683,-0.3965813,-0.4617615,-0.4571962,-0.4643528,-0.0797717,-0.03314844,-0.01982733,-0.02675997,-0.3082814,-0.3316129,-0.3460045,-0.3514688,-0.1658776,-0.1413081,-0.1682714,-0.159431,1
253,8.7492193,-0.2435979,-0.2467268,-0.2416041,-0.2398143,-0.4050689,-0.4703299,-0.4707461,-0.4694114,-0.08821104,-0.04377303,-0.02704277,-0.03746257,-0.3148685,-0.3376236,-0.3450894,-0.3573849,-0.1730374,-0.1468723,-0.1684977,-0.1596937,1
254,8.7752383,-0.2501329,-0.2536598,-0.2501993,-0.2470028,-0.4130923,-0.4825783,-0.4777573,-0.4750851,-0.09562169,-0.04993051,-0.03349331,-0.04366874,-0.3211103,-0.3441349,-0.344843,-0.3588455,-0.1791989,-0.1530615,-0.1692155,-0.1604671,1
255,8.8162677,-0.2568699,-0.2608696,-0.2603025,-0.2562001,-0.4255708,-0.4896714,-0.4923697,-0.483842,-0.1037738,-0.05831502,-0.04118876,-0.05240254,-0.3281057,-0.3516827,-0.3447518,-0.3450665,-0.1847074,-0.1600039,-0.1700889,-0.1616569,1
256,8.8452886,-0.2641366,-0.2683247,-0.269248,-0.2649503,-0.4356818,-0.4962831,-0.5049416,-0.4887208,-0.1106362,-0.06444929,-0.04635739,-0.05498018,-0.3368546,-0.3588724,-0.3449301,-0.3600804,-0.190023,-0.1737053,-0.1708761,-0.1628005,1
257,8.8773109,-0.2723293,-0.2770647,-0.2779218,-0.2716069,-0.4421713,-0.5025033,-0.513902,-0.4987811,-0.120255,-0.0735631,-0.05018402,-0.05881815,-0.3448096,-0.3661714,-0.3451585,-0.3607827,-0.1981509,-0.1806669,-0.171648,-0.1634868,1
258,8.9253456,-0.2791988,-0.2842676,-0.2841332,-0.2768687,-0.4476123,-0.5071098,-0.5181099,-0.5050832,-0.127535,-0.08150592,-0.0558142,-0.06140421,-0.3511082,-0.3776968,-0.3454639,-0.3651202,-0.2056195,-0.187132,-0.1723957,-0.1638994,1
259,8.9503642,-0.2889499,-0.2946611,-0.2948591,-0.280775,-0.4523916,-0.5100845,-0.5209073,-0.510748,-0.1331949,-0.08952014,-0.06019581,-0.06229147,-0.3606827,-0.3816548,-0.3587443,-0.3652058,-0.2153816,-0.1933823,-0.1731509,-0.1642762,1
260,8.9773826,-0.2966785,-0.301997,-0.2992231,-0.286474,-0.4575568,-0.5145395,-0.5233321,-0.515057,-0.1396663,-0.09305663,-0.06212556,-0.06672259,-0.3699359,-0.385503,-0.3603968,-0.3645942,-0.2238662,-0.1981382,-0.173738,-0.1642523,1
261,9.0194135,-0.3020778,-0.3071387,-0.301823,-0.2919215,-0.4610491,-0.517668,-0.5243492,-0.5177397,-0.143408,-0.09669042,-0.06488991,-0.07293204,-0.375901,-0.388743,-0.3613223,-0.3643496,-0.2298797,-0.2016927,-0.1743765,-0.1640475,1
262,9.0444294,-0.3071307,-0.3123402,-0.3039069,-0.2960346,-0.463811,-0.5198715,-0.5247563,-0.5194415,-0.1471428,-0.1015044,-0.07071024,-0.07425311,-0.3804933,-0.3912864,-0.3520189,-0.3377275,-0.2362169,-0.2053724,-0.1749236,-0.1632094,1
263,9.092463,-0.3108182,-0.316463,-0.3063554,-0.2997082,-0.4656994,-0.5216339,-0.5222893,-0.5207404,-0.1510615,-0.1060452,-0.07447878,-0.07608466,-0.3835299,-0.3934768,-0.3509788,-0.3494794,-0.2407832,-0.2082931,-0.1754679,-0.1622254,1
264,9.1445006,-0.314008,-0.3213357,-0.3140005,-0.3040133,-0.4674953,-0.5228944,-0.5178157,-0.5121318,-0.1571245,-0.1131247,-0.08072328,-0.07853337,-0.3857178,-0.3970569,-0.3504082,-0.351669,-0.2441475,-0.2102616,-0.1765051,-0.1567853,1
265,9.1715206,-0.315466,-0.3239137,-0.3164585,-0.3064995,-0.4686932,-0.5232429,-0.5039452,-0.4971316,-0.1619231,-0.1154516,-0.08356577,-0.07846625,-0.3863501,-0.3992298,-0.350089,-0.3578512,-0.2457205,-0.2113776,-0.177473,-0.1529088,1
266,9.2195558,-0.3157693,-0.3252804,-0.318281,-0.3078678,-0.4694871,-0.5229574,-0.4945188,-0.4878492,-0.1651439,-0.1167689,-0.08667667,-0.07907619,-0.385606,-0.4006071,-0.3540044,-0.3573934,-0.2459317,-0.2116753,-0.177248,-0.1505827,1
267,9.2535784,-0.3150122,-0.3255954,-0.3197153,-0.3089313,-0.4698545,-0.5174099,-0.4746532,-0.4760905,-0.1676219,-0.1176766,-0.08946504,-0.07908858,-0.3837149,-0.4014634,-0.3555305,-0.3578411,-0.2449216,-0.2113325,-0.1794265,-0.1520673,1
268,9.278597,-0.3131737,-0.3251395,-0.3210174,-0.3096352,-0.4698369,-0.5132709,-0.4676285,-0.4621975,-0.1699532,-0.1185918,-0.0907982,-0.07983498,-0.380527,-0.4020612,-0.3525969,-0.3661774,-0.2422788,-0.2100732,-0.1811968,-0.153071,1
269,9.2996138,-0.3097999,-0.3233973,-0.3218738,-0.3096092,-0.469484,-0.5096765,-0.4595172,-0.4490049,-0.1714385,-0.1189552,-0.0935531,-0.08693539,-0.3760493,-0.4024883,-0.3517322,-0.368221,-0.2377382,-0.2078371,-0.1811659,-0.1522867,1
270,9.341641,-0.3066565,-0.3213735,-0.3223385,-0.3094383,-0.4686634,-0.5052465,-0.4533386,-0.435307,-0.171919,-0.1199515,-0.09597847,-0.08934572,-0.3719983,-0.402796,-0.3514993,-0.3692514,-0.234228,-0.2058607,-0.1799754,-0.1502661,1
271,9.3696668,-0.303223,-0.3186095,-0.3221151,-0.3089436,-0.4674661,-0.4994735,-0.4392815,-0.419311,-0.1717285,-0.1205378,-0.09793492,-0.09057656,-0.3684157,-0.4031243,-0.3517008,-0.3687348,-0.2301543,-0.20365,-0.1802349,-0.1502395,1
272,9.394679,-0.3001455,-0.3156927,-0.3211475,-0.3084329,-0.4657469,-0.4949494,-0.4322934,-0.4075578,-0.1705195,-0.1208533,-0.09948432,-0.09160942,-0.3653606,-0.4034444,-0.3520513,-0.3673746,-0.2269838,-0.2027539,-0.1793586,-0.1496242,1
273,9.4267012,-0.2971861,-0.312894,-0.3202741,-0.3078405,-0.4641583,-0.4911681,-0.4257355,-0.4004853,-0.1693773,-0.1208553,-0.1008141,-0.09255121,-0.3616466,-0.4036949,-0.3525801,-0.3381715,-0.2243196,-0.2028545,-0.1793277,-0.1496701,1
274,9.4617253,-0.2940238,-0.30978,-0.3186485,-0.3050811,-0.4619524,-0.4864883,-0.4218853,-0.3943402,-0.1672394,-0.1201103,-0.1016198,-0.09313918,-0.3581525,-0.4037986,-0.3527032,-0.3281726,-0.2212938,-0.2023163,-0.1829593,-0.1630729,1
275,9.5137633,-0.2903315,-0.3063687,-0.3165348,-0.3030041,-0.4585993,-0.4826605,-0.4177522,-0.3887064,-0.1623761,-0.1187469,-0.1013408,-0.09297445,-0.3540577,-0.4020976,-0.3527915,-0.323705,-0.2176423,-0.2012711,-0.1840583,-0.15891,1
276,9.5547922,-0.2867806,-0.3025688,-0.3115236,-0.2994358,-0.4544582,-0.4741952,-0.4137502,-0.3838367,-0.1590337,-0.1172615,-0.10088,-0.09261607,-0.3504934,-0.3997129,-0.3550769,-0.3226324,-0.2144172,-0.1972864,-0.1835697,-0.1578491,1
277,9.6228422,-0.2825261,-0.2980603,-0.3066157,-0.2966849,-0.4501385,-0.4657716,-0.4101072,-0.3800501,-0.1555984,-0.1153047,-0.09291144,-0.08776769,-0.3459237,-0.3973169,-0.3552314,-0.321297,-0.2107964,-0.1954719,-0.1785973,-0.181089,1
278,9.6558649,-0.2731811,-0.2890405,-0.299766,-0.2837054,-0.4421262,-0.4533545,-0.4020144,-0.3731668,-0.1449592,-0.1052969,-0.08865844,-0.08314168,-0.3359163,-0.3921944,-0.3566463,-0.3571117,-0.2008878,-0.1911983,-0.1814407,-0.1743007,1
279,9.7039001,-0.2624318,-0.2769088,-0.2824559,-0.2723982,-0.4287569,-0.4404162,-0.3839639,-0.3587154,-0.1313459,-0.09232923,-0.08482242,-0.07896187,-0.3261414,-0.384198,-0.3572243,-0.3409739,-0.1909092,-0.1940469,-0.1836127,-0.1522266,1
280,9.7359202,-0.2572722,-0.2715205,-0.2760074,-0.265752,-0.4237556,-0.4354756,-0.381586,-0.3579789,-0.121634,-0.08227871,-0.08090866,-0.07564781,-0.3217715,-0.3789508,-0.3571871,-0.3341958,-0.1859549,-0.1950162,-0.1889016,-0.1820411,1
281,9.7649422,-0.2519857,-0.2657625,-0.267909,-0.2567168,-0.4173807,-0.4307987,-0.3798673,-0.3553313,-0.1106115,-0.07308571,-0.06425353,-0.05266764,-0.3177109,-0.3700969,-0.3541229,-0.3270055,-0.180712,-0.1967326,-0.1923278,-0.1741208,1
282,9.8149767,-0.2473218,-0.2603864,-0.2604837,-0.2508796,-0.4108822,-0.4261689,-0.3783451,-0.3532539,-0.1019995,-0.06368728,-0.05868205,-0.04733722,-0.3141176,-0.3639725,-0.3523565,-0.3244021,-0.1760914,-0.197722,-0.1957437,-0.1722692,1
283,9.859008,-0.2437262,-0.255927,-0.2517495,-0.2433625,-0.4033717,-0.4234712,-0.3784246,-0.3541873,-0.09325165,-0.05429696,-0.04901311,-0.04150979,-0.3112864,-0.3588928,-0.3494114,-0.3214873,-0.1729107,-0.1980111,-0.1957649,-0.1695587,1
284,9.8900303,-0.2385252,-0.2500277,-0.2440372,-0.2367438,-0.3967712,-0.4206593,-0.3784607,-0.3552916,-0.08686905,-0.04361098,-0.0345985,-0.03690536,-0.3068573,-0.3559352,-0.347223,-0.3191807,-0.1679516,-0.1979781,-0.1944532,-0.1670654,1
285,9.9220531,-0.2341655,-0.2451656,-0.2379379,-0.2307479,-0.3910541,-0.4184958,-0.3786297,-0.3561096,-0.08212286,-0.03837143,-0.02942544,-0.02240303,-0.3028084,-0.3502786,-0.3471337,-0.3196716,-0.1638704,-0.1899977,-0.1910014,-0.1640591,1
286,9.9830973,-0.2244605,-0.2343014,-0.223674,-0.2147929,-0.377066,-0.4128783,-0.3822999,-0.365804,-0.07185416,-0.03200053,-0.0190846,-0.01465599,-0.293738,-0.3451497,-0.3460697,-0.3189118,-0.1549835,-0.1859511,-0.1864829,-0.1778318,1
287,10.0161199,-0.218236,-0.2280309,-0.2175718,-0.2060631,-0.369629,-0.4094986,-0.3863059,-0.3697091,-0.06549501,-0.0263049,-0.001551561,-0.006885617,-0.2876349,-0.338945,-0.3447341,-0.3180775,-0.1485532,-0.1794962,-0.1834027,-0.1644852,1
288,10.0401376,-0.2142805,-0.22357,-0.213876,-0.2021083,-0.3626725,-0.4084889,-0.3876892,-0.3715544,-0.06097397,-0.02081552,0.005479841,-0.000231648,-0.2833052,-0.3355501,-0.3438641,-0.3181183,-0.1449332,-0.1744775,-0.1849323,-0.1652338,1
289,10.0751622,-0.2099043,-0.2189958,-0.2111925,-0.1989598,-0.3588155,-0.4077806,-0.3894001,-0.3744367,-0.05753268,-0.01532494,0.009172648,0.003803152,-0.2788727,-0.3334489,-0.3429812,-0.3181666,-0.1401202,-0.1691577,-0.1853066,-0.1651619,1
290,10.0971784,-0.2058438,-0.2139453,-0.2067742,-0.1963631,-0.3564377,-0.40656,-0.3931366,-0.3898253,-0.05427882,-0.0110495,0.01218585,0.006696988,-0.2753192,-0.3319559,-0.3410748,-0.3199424,-0.1360843,-0.1545181,-0.1851205,-0.1651514,1
291,10.1201945,-0.2007529,-0.2081198,-0.2028954,-0.1937526,-0.3545547,-0.4048102,-0.3938311,-0.394052,-0.05124088,-0.007456751,0.01413659,0.008757641,-0.2707421,-0.3304685,-0.3403104,-0.321286,-0.1302992,-0.1482651,-0.1831096,-0.1654652,1
292,10.1712305,-0.1967493,-0.2036877,-0.2001228,-0.1912949,-0.3530756,-0.4033203,-0.3960942,-0.3989048,-0.04603826,-0.003357103,0.01556586,0.010662,-0.2671801,-0.3265278,-0.3399218,-0.3221958,-0.1255214,-0.144395,-0.1825971,-0.1655175,1
293,10.2022528,-0.1938159,-0.2002514,-0.1980195,-0.1897707,-0.3520668,-0.4018961,-0.3980001,-0.4030746,-0.04280332,0.002098497,0.01654993,0.01213048,-0.2644582,-0.3227893,-0.3396886,-0.3233591,-0.1220792,-0.1407179,-0.1819943,-0.1655733,1
294,10.2312737,-0.1916038,-0.1972019,-0.1945287,-0.1875998,-0.3512418,-0.4005214,-0.3944055,-0.4134475,-0.03918608,0.006574451,0.01728044,0.01324549,-0.2627793,-0.3198775,-0.3398277,-0.3255497,-0.1196637,-0.1378862,-0.1814219,-0.1794217,1
295,10.2582932,-0.1899977,-0.1948711,-0.1913254,-0.186202,-0.3504314,-0.4004765,-0.3934622,-0.4305423,-0.03561947,0.009843892,0.01828762,0.01438926,-0.2617194,-0.3177784,-0.3391078,-0.3266686,-0.1179017,-0.1361095,-0.1806082,-0.1907124,1
296,10.3163339,-0.1886892,-0.1927531,-0.188813,-0.1847359,-0.35006,-0.40172,-0.3936604,-0.4380391,-0.03298486,0.01223163,0.01951027,0.01555777,-0.2609863,-0.3158735,-0.3313968,-0.373717,-0.116468,-0.1352769,-0.1799922,-0.1787716,1
297,10.340351,-0.1879283,-0.1911949,-0.1867176,-0.1832,-0.3497013,-0.4028438,-0.4236883,-0.4429694,-0.03117611,0.01395122,0.02047137,0.01474643,-0.2608238,-0.3134205,-0.334236,-0.349971,-0.1155537,-0.1351598,-0.179429,-0.1833607,1
298,10.365369,-0.1874531,-0.1899244,-0.1849481,-0.1823431,-0.3496188,-0.4037412,-0.4359805,-0.445176,-0.02965332,0.0152422,0.02067594,0.01426561,-0.2609407,-0.3106804,-0.3292244,-0.3441936,-0.1149527,-0.1362575,-0.1790133,-0.1784694,1
299,10.409403,-0.1873566,-0.1890341,-0.1832336,-0.181569,-0.3497012,-0.4048337,-0.4415563,-0.448761,-0.02860601,0.0162564,0.02039047,0.01355069,-0.2613498,-0.3069301,-0.3386479,-0.3551228,-0.1146715,-0.1376143,-0.1784485,-0.1777515,1
300,10.4394206,-0.1874961,-0.1885232,-0.1818398,-0.1812229,-0.3498274,-0.4057782,-0.445298,-0.4496792,-0.0274149,0.01697258,0.01967821,0.01259306,-0.2620666,-0.3051291,-0.3458314,-0.3585207,-0.1146681,-0.1393618,-0.1801723,-0.1788771,1
301,10.4634388,-0.1878773,-0.1883558,-0.1806031,-0.1807487,-0.350062,-0.4063919,-0.447674,-0.4505633,-0.02651768,0.01751364,0.01855051,0.01124716,-0.2630127,-0.3050842,-0.3478812,-0.3529158,-0.1149453,-0.1407243,-0.174976,-0.1833912,1
302,10.49446,-0.1886704,-0.1886304,-0.1795999,-0.18,-0.3502341,-0.4071741,-0.4490346,-0.4509785,-0.02584812,0.01790578,0.01724556,0.009737226,-0.2642661,-0.3075516,-0.3444267,-0.3468667,-0.1159537,-0.141724,-0.1753776,-0.1805722,1
303,10.5364915,-0.1897773,-0.1894323,-0.1788105,-0.1794627,-0.3502736,-0.4085895,-0.4498474,-0.4509957,-0.02544097,0.01813442,0.01477236,0.00707548,-0.2657026,-0.3105215,-0.3445474,-0.3618805,-0.1173563,-0.142292,-0.1760555,-0.1794108,1
